date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:40:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:40:52%20GMT	https://web.archive.org/web/20250408214013cs_/https://jamstash.io/wp-content/plugins/hub-elementor-addons/assets/css/theme-elementor.min.css?ver=4.2.4	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013cs_/https_/jamstash.io/wp-content/plugins/hub-elementor-addons/assets/css/theme-elementor.min4189.css	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:40:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:40:54%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/02/5.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/02/5.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:40:55	483123/483123	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2006:40:53%20GMT	https://web.archive.org/web/20250408214113cs_/https://jamstash.io/wp-content/plugins/hub-elementor-addons/assets/css/theme-elementor.min.css?ver=4.2.4	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214113cs_/https_/jamstash.io/wp-content/plugins/hub-elementor-addons/assets/css/theme-elementor.min4189.css	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:40:57	251365/251365	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:40:55%20GMT	https://web.archive.org/web/20250408214028im_/https://jamstash.io/wp-content/uploads/2024/02/5.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214028im_/https_/jamstash.io/wp-content/uploads/2024/02/5.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:41:06%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/02/3.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/02/3.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:41:08%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/02/2.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/02/2.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:09	263662/263662	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:41:07%20GMT	https://web.archive.org/web/20250408214034im_/https://jamstash.io/wp-content/uploads/2024/02/3.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214034im_/https_/jamstash.io/wp-content/uploads/2024/02/3.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:41:11%20GMT	https://web.archive.org/web/20250408214013js_/https://jamstash.io/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013js_/https_/jamstash.io/wp-includes/js/jquery/jquery.minf43b.js	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:11	387523/387523	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:41:09%20GMT	https://web.archive.org/web/20250408214040im_/https://jamstash.io/wp-content/uploads/2024/02/2.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214040im_/https_/jamstash.io/wp-content/uploads/2024/02/2.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:16	88909/88909	---MC-	200	added ('OK')	text/javascript	date:Mon,%2008%20Sep%202025%2006:41:13%20GMT	https://web.archive.org/web/20250408214043js_/https://jamstash.io/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214043js_/https_/jamstash.io/wp-includes/js/jquery/jquery.minf43b.js	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:41:15%20GMT	https://web.archive.org/web/20250408214013js_/https://jamstash.io/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013js_/https_/jamstash.io/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:18	14933/14933	---MC-	200	added ('OK')	text/javascript	date:Mon,%2008%20Sep%202025%2006:41:18%20GMT	https://web.archive.org/web/20250408214044js_/https://jamstash.io/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214044js_/https_/jamstash.io/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:30	151104/151104	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2008%20Sep%202025%2006:41:29%20GMT	https://web.archive.org/web/20250408214013/https://jamstash.io/wp-json/wp/v2/pages/7371	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013/https_/jamstash.io/wp-json/wp/v2/pages/7371	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:42	151135/151135	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2008%20Sep%202025%2006:41:41%20GMT	https://web.archive.org/web/20250408214013/https://jamstash.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjamstash.io%2F	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013/https_/jamstash.io/wp-json/oembed/1.0/embedfa6a	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:41:58	151150/151150	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2008%20Sep%202025%2006:41:57%20GMT	https://web.archive.org/web/20250408214013/https://jamstash.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjamstash.io%2F&format=xml	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013/https_/jamstash.io/wp-json/oembed/1.0/embedb9de	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:42:01%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon.33.delayed	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:03	51134/51134	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:42:02%20GMT	https://web.archive.org/web/20250408214113im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214113im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:42:06%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-32x32.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-32x32.35.delayed	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:09	1750/1750	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:42:08%20GMT	https://web.archive.org/web/20250408214114im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-32x32.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214114im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-32x32.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:42:11%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-192x192.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-192x192.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:13	17360/17360	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2006:42:13%20GMT	https://web.archive.org/web/20250408214114im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-192x192.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214114im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-192x192.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
07:42:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Mon,%2008%20Sep%202025%2006:42:14%20GMT	https://web.archive.org/web/20250408214013im_/https://jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-180x180.png	C:/My%20Web%20Sites/Jamstash/web.archive.org/web/20250408214013im_/https_/jamstash.io/wp-content/uploads/2024/01/cropped-PNG-COLORED_favicon-180x180.png	(from https://web.archive.org/web/20250408214013/https://jamstash.io/)
